ROUTEID,ROUTENAME,ROADTYPE,SUBBLOCKKEY,BIKELANE_PARKINGLANE_ADJACENT,BIKELANE_THROUGHLANE_ADJACENT,BIKELANE_POCKETLANE_ADJACENT,BIKELANE_CONTRAFLOW,BIKELANE_CONVENTIONAL,BIKELANE_DUAL_PROTECTED,BIKELANE_DUAL_BUFFERED,BIKELANE_PROTECTED,BIKELANE_BUFFERED,SUBBLOCKID,BLOCKID,BLOCKKEY,QUADRANT,STREETNAME,STREETTYPE,TOTALBIKELANES,TOTALBIKELANEWIDTH,WARD_ID,SMD_ID,ANC_ID,OBJECTID,SHAPELEN
11000902,9TH ST NW,1,2b035c08b078f617f4e66da1ea5d878d,,,,,,IB,,,,11000902-11000902_11053492-11000902_11057852,11000902-11000902_11053492-11000902_11057852,2b035c08b078f617f4e66da1ea5d878d,1,9TH,ST,2,8,2,2G04,2G,7983963,0
11000902,9TH ST NW,1,e835445e67b9aa99b006706aba509e7c,,,,,,,,,,11000902-11000902_11042442-11000902_71068512,11000902-11000902_11042442-11000902_11047772,b9309ad06b975ea56bf3c08fc222c353,1,9TH,ST,2,10,2,2C04,2C,7983966,0
11000902,9TH ST NW,1,408c5aa30ce902ef1b3df4e950ab73ac,,,,,,,IB,,,11000902-11000902_47080952-11000902_11036722_11087232,11000902-11000902_11084562-11000902_11036722_11087232,008142eac86f856921460958a0124d55,1,9TH,ST,2,8,1,1B02,1B,7983974,0
11000902,9TH ST NW,1,e485c6987d93c322f3681b86394fa2fc,,,,,,IB,,,,11000902-11000902_47051502-11000902_11077672,11000902-11000902_11038282-11000902_11077672,0e0f22324de0a52703b4cad1c6bbc95a,1,9TH,ST,2,8,2,2G01,2G,7983976,0
11000902,9TH ST NW,1,7f7a0d183f09d690f139ff7bc9808581,,,,,,IB,,,,11000902-11000902_41063572-11000902_11065842,11000902-11000902_11063182-11000902_11065842,a7cf3495e3dfcf737207d6a5ebd4136f,1,9TH,ST,2,8,2,2G04,2G,7983978,0
11000902,9TH ST NW,1,21338d990029ee6b983ae64e5ccd0763,,,,,,IB,,,,11000902-11000902_11038542-11000902_11042442,11000902-11000902_11038542-11000902_11042442,21338d990029ee6b983ae64e5ccd0763,1,9TH,ST,2,8,2,2C01,2C,7983984,0
11000802,8TH ST NW,1,af493247ba3ffc3adc1c73cbad7172f5,OB,,,OB,OB,,,,,11000802-11000802_11027042-11000802_47005192,11000802-11000802_11027042-11000802_11029772,4fea1ba65e156356934cbb4dc35cd897,1,8TH,ST,1,5,4,4B01,4B,7983985,0
11000802,8TH ST NW,1,05a500a8318bf94363732ac09186603a,IB,,,IB,IB,,,,,11000802-11000802_11035362-11000802_47064812,11000802-11000802_11035362-11000802_11036432,786822bc390f6b31d81a74c3f9012187,1,8TH,ST,1,5,4,4B01,4B,7983987,0
11000802,8TH ST NW,1,cea7f9df651b199eecf90d0f127248c5,IB,IB,,IB,IB,,,,,11000802-11000802_11066752-11000802_11069682,11000802-11000802_11066752-11000802_11069682,cea7f9df651b199eecf90d0f127248c5,1,8TH,ST,1,6,4,4B05,4B,7983989,0
11000802,8TH ST NW,1,1a926197347de2798d7e3fe3340f2a97,OB,,,OB,OB,,,,,11000802-11000802_11044722-11000802_11027042,11000802-11000802_11044722-11000802_11027042,1a926197347de2798d7e3fe3340f2a97,1,8TH,ST,1,5,4,4B02,4B,7983995,0
11000802,8TH ST NW,1,30b15c8577cebb08431f492f964c5356,IB,,,IB,IB,,,,,11000802-11000802_47067022-11000802_11031982_11050702,11000802-11000802_11044202-11000802_11031982_11050702,4b80f6325dccf8f6f82d40b57cbf1b3c,1,8TH,ST,1,5,4,4B01,4B,7984005,0
11000802,8TH ST NW,1,32b89071c0a6dfec72b23de62dbd5a31,OB,,,OB,OB,,,,,11000802-11000802_47034942-11000802_11032632,11000802-11000802_11029772-11000802_11032632,36475583943e1b819f355dd4d674a5bd,1,8TH,ST,1,5,4,4B01,4B,7984006,0
11000902,9TH ST NW,1,0ae4ec4e0b1bb74064f09507d3abae9e,,,,,,IB,,,,11000902-11000902_11068382-11000902_11072862,11000902-11000902_11068382-11000902_11072862,0ae4ec4e0b1bb74064f09507d3abae9e,1,9TH,ST,2,8,2,2G02,2G,7984009,0
11000902,9TH ST NW,1,ed303849c03a98e872990a751828ccc4,,,,,,IB,,,,11000902-11000902_11059602_11062592-11000902_11053492,11000902-11000902_11059602_11062592-11000902_11053492,ed303849c03a98e872990a751828ccc4,1,9TH,ST,2,8,2,2G05,2G,7984027,0
11000902,9TH ST NW,1,d060956b7cb231186165ccf631415612,,,,,,IB,,,,11000902-11000902_11092752-11000902_11084562,11000902-11000902_11092752-11000902_11084562,d060956b7cb231186165ccf631415612,1,9TH,ST,2,8,1,1B02,1B,7984029,0
11000902,9TH ST NW,1,90e7c86948e1bdd504e99f728586585c,,,,,,IB,,,,11000902-11000902_11065842-11000902_47043112,11000902-11000902_11065842-11000902_11068382,76d0e6f3639739f3d970638b66f43f35,1,9TH,ST,2,8,2,2G02,2G,7984030,0
11000902,9TH ST NW,1,77d87fa139e59bb7ced5f47292f205f9,,,,,,IB,,,,11000902-11000902_11077672-11000902_11092752,11000902-11000902_11077672-11000902_11092752,77d87fa139e59bb7ced5f47292f205f9,1,9TH,ST,2,8,1,1B02,1B,7984035,0
11000902,9TH ST NW,1,5c00844c3ddd4d63e2b935f97d454cb8,,,,,,IB,,,,11000902-11000902_11038282-11000902_47051502,11000902-11000902_11038282-11000902_11077672,0e0f22324de0a52703b4cad1c6bbc95a,1,9TH,ST,2,8,2,2G01,2G,7984038,0
11000902,9TH ST NW,1,2e3d2d8eced1cd80d9aaf0a71e78cdc6,,,,,,,IB,,,11000902-11000902_11074162-11000902_47048872,11000902-11000902_11074162-11000902_11038282,59edce4a3ac89af8b9ff8db1d57209df,1,9TH,ST,2,8,2,2G01,2G,7984041,0
11000902,9TH ST NW,1,792cf93839f6cc56e228f426d4207c9b,,,,,,IB,,,,11000902-11000902_11063182-11000902_41063572,11000902-11000902_11063182-11000902_11065842,a7cf3495e3dfcf737207d6a5ebd4136f,1,9TH,ST,2,8,2,2G04,2G,7984042,0
11000902,9TH ST NW,1,d4d8a7083b568a2b5b1a0b0d1d1a89a7,,,,,,IB,,,,11000902-11000902_11050892_11064672-11000902_11050892,11000902-11000902_11050892_11064672-11000902_11050892,d4d8a7083b568a2b5b1a0b0d1d1a89a7,1,9TH,ST,2,10,2,2C04,2C,7984047,0
11000902,9TH ST NW,1,b73d8b891b5136c91ccf503660c0c3bc,,,,,,IB,,,,11000902-11000902_11050892-11000902_11059602_11062592,11000902-11000902_11050892-11000902_11059602_11062592,b73d8b891b5136c91ccf503660c0c3bc,1,9TH,ST,2,10,2,2C04,2C,7984050,0
11000902,9TH ST NW,1,1a57d032e78bbe5ae77a658456a1a6f9,,,,,,IB,,,,11000902-11000902_11036722_11087232-11000902_11036722_11088462,11000902-11000902_11036722_11087232-11000902_11036722_11088462,1a57d032e78bbe5ae77a658456a1a6f9,1,9TH,ST,2,8,1,1B02,1B,7984051,0
11000902,9TH ST NW,1,ff8cd3848974ee95d2f6c0c01ae5128b,,IB,,,,IB,,IB,,11000902-11000902_41059982-11000902_58022162,11000902-11000902_11034382-11000902_11038612,597874333e102616074dea2c8beb938c,1,9TH,ST,3,16,2,2C01,2C,7984055,0
11000902,9TH ST NW,1,ed1714a6bcecc07bb9df3baefe60809a,,,,,,IB,,,,11000902-11000902_11034382-11000902_41059982,11000902-11000902_11034382-11000902_11038612,597874333e102616074dea2c8beb938c,1,9TH,ST,2,8,2,2C01,2C,7984058,0
11000902,9TH ST NW,1,4dbe4f7170bd8897e80c0bab6f4e5a2d,,IB,,IB,IB,,,,,11000902-11000902_11069812-11000902_11026912,11000902-11000902_11069812-11000902_11026912,4dbe4f7170bd8897e80c0bab6f4e5a2d,1,9TH,ST,3,18,2,2C03,2C,7984059,0
11000902,9TH ST NW,1,037713d1182b53875559e2ae291c73ca,,,,,,IB,,,,11000902-11000902_11038612-11000902_11038542,11000902-11000902_11038612-11000902_11038542,037713d1182b53875559e2ae291c73ca,1,9TH,ST,2,8,2,2C01,2C,7984064,0
11000902,9TH ST NW,1,7ca2d5ab764d089fb592cda11165f154,,,,,,IB,,,,11000902-11000902_11026912-11000902_11031332,11000902-11000902_11026912-11000902_11031332,7ca2d5ab764d089fb592cda11165f154,1,9TH,ST,2,8,2,2C03,2C,7984065,0
11000902,9TH ST NW,1,59b8f6ee6f2eae98c52673e9991531f9,,,,,,IB,,,,11000902-11000902_71068512-11000902_11047772,11000902-11000902_11042442-11000902_11047772,b9309ad06b975ea56bf3c08fc222c353,1,9TH,ST,2,10,2,2C04,2C,7984066,0
11001102,11TH ST NW,1,d341c54fc25c31872516b220f71fa668,BD,BD,,,BD,,,,,11001102-11001102_11068382-11001102_47015282,11001102-11001102_11068382-11001102_11075462,7c4a7ea08e18da68181c3ca574eb916c,1,11TH,ST,2,10,2,2F07,2F,7984068,0
11001102,11TH ST NW,1,1f7a9f95e437a688b2d58219f7cd9581,BD,BD,,,BD,,,,,11001102-11001102_47041762-11001102_11053752,11001102-11001102_11052322-11001102_11053752,85bcc0fa51490faa5c36109a55a6d8f5,1,11TH,ST,2,10,1,1A06,1A,7984069,0
11001102,11TH ST NW,1,8a5a7c23db8f33f94c9d8f5817b52879,BD,BD,,,BD,,,,,11001102-11001102_11042442-11001102_47089432,11001102-11001102_11042442-11001102_11047772,ab42fd55ffee15ef26dcc4e511f9588b,1,11TH,ST,2,10,2,2C01,2C,7984070,0
11001102,11TH ST NW,1,b7b07ea1c3062f5a06bb00d6dfc6ae89,BD,BD,,,BD,,,,,11001102-11001102_47015462_47054642-11001102*1_11053492,11001102-11001102_11050892-11001102*1_11053492,fcf519654a03116a84e00cdf1545c10f,1,11TH,ST,2,10,2,2C04,2C,7984071,0
11001102,11TH ST NW,1,aa35031aae8bd435f5de72059e435150,OB,,,OB,OB,,,,,11001102-11001102_47081202-11001102_47081202*1,11001102-11001102_11061422-11001102_11067992,69807336351a4719a5dfa1627d424450,1,11TH,ST,1,5,1,1A07,1A,7984072,0
11001102,11TH ST NW,1,4f41f0ded632869b8e72b13567e7f9ec,BD,BD,,,BD,,,,,11001102-11001102_47065692-11001102_11063182,11001102-11001102_11057852-11001102_11063182,17734d9a294a0107cb695e34ca26f45d,1,11TH,ST,2,10,2,2F07,2F,7984073,0
11001102,11TH ST NW,1,63442c09344f69c668e3c44ce94797a4,BD,BD,,,BD,,,,,11001102-11001102_11057852-11001102_47065692,11001102-11001102_11057852-11001102_11063182,17734d9a294a0107cb695e34ca26f45d,1,11TH,ST,2,10,2,2F07,2F,7984074,0
11001102,11TH ST NW,1,8e2d23e11546d0e8f393470343ae1535,BD,BD,,,BD,,,,,11001102-11001102_11040432-11001102_11043742,11001102-11001102_11040432-11001102_11043742,8e2d23e11546d0e8f393470343ae1535,1,11TH,ST,2,10,1,1A10,1A,7984078,0
11001102,11TH ST NW,1,550db9af89bd6cfb00348d451d096750,BD,BD,,,BD,,,,,11001102-11001102_11063182-11001102_47083882,11001102-11001102_11063182-11001102_11065842,da29254bed3f813b49dc0050e9b507e0,1,11TH,ST,2,10,2,2F07,2F,7984079,0
11001102,11TH ST NW,1,2d4a528a337b417148be1a729299c7c5,BD,BD,,,BD,,,,,11001102-11001102_11024632-11001102_11048752,11001102-11001102_11024632-11001102_11048752,2d4a528a337b417148be1a729299c7c5,1,11TH,ST,2,10,1,1A10,1A,7984080,0
11001102,11TH ST NW,1,8392df45851ecd7d31ff13fcc28412b8,BD,BD,,,BD,,,,,11001102-11001102_11048752-11001102_11052322,11001102-11001102_11048752-11001102_11052322,8392df45851ecd7d31ff13fcc28412b8,1,11TH,ST,2,10,1,1A10,1A,7984081,0
11001102,11TH ST NW,1,b9638fe0121e1de57dfde00d51424fa5,BD,BD,,,BD,,,,,11001102-11001102_47045182-11001102_47088292,11001102-11001102_11053492-11001102_11057852,a2a042bc727393d4cc1548b78cba6850,1,11TH,ST,2,10,2,2F08,2F,7984082,0
11001102,11TH ST NW,1,c965c24f67a0274ae9d4c95c92d7528c,BD,BD,,,BD,,,,,11001102-11001102_11047772*1-11001102_11050892,11001102-11001102_11047772*1-11001102_11050892,c965c24f67a0274ae9d4c95c92d7528c,1,11TH,ST,2,10,2,2C01,2C,7984083,0
11001102,11TH ST NW,1,5fc27c433c3e8b9d88d47dfdceb6f957,BD,BD,,,BD,,,,,11001102-11001102_11052322-11001102_47041762,11001102-11001102_11052322-11001102_11053752,85bcc0fa51490faa5c36109a55a6d8f5,1,11TH,ST,2,10,1,1A06,1A,7984084,0
11001102,11TH ST NW,1,a2bd56bade31f98774841259eb57a9b2,OB,,,OB,OB,,,,,11001102-11001102_47081202*1-11001102_11067992,11001102-11001102_11061422-11001102_11067992,69807336351a4719a5dfa1627d424450,1,11TH,ST,1,5,1,1A07,1A,7984085,0
11001102,11TH ST NW,1,082fff76e178831dfcb5554a110413fc,BD,BD,,,BD,,,,,11001102-11001102_47016652-11001102_11024632,11001102-11001102_11043742-11001102_11024632,fe52f851fd8b92b9faa610657163a23f,1,11TH,ST,2,10,1,1A10,1A,7984086,0
11001102,11TH ST NW,1,e0b6f85b94e58354ebca40415a0e30a2,OB,BD,,,BD,,,,,11001102-11001102_11069812-11001102_11031332,11001102-11001102_11069812-11001102_11031332,e0b6f85b94e58354ebca40415a0e30a2,1,11TH,ST,3,13,2,2C03,2C,7984087,0
11001102,11TH ST NW,1,46ef92cdbd09263f496c124601d95690,BD,BD,,,BD,,,,,11001102-11001102_47069512-11001102_11033862,11001102-11001102_11024112_58002292-11001102_11033862,fec0827bf69f6bf930bcce72a19912ee,1,11TH,ST,2,10,1,1B03,1B,7984088,0
11001102,11TH ST NW,1,cfbec2c472a815ced7326ee4be05c45f,BD,BD,,,BD,,,,,11001102-11001102_11053492-11001102_47045182,11001102-11001102_11053492-11001102_11057852,a2a042bc727393d4cc1548b78cba6850,1,11TH,ST,2,10,2,2F08,2F,7984089,0
11001102,11TH ST NW,1,09ffdb5c385f9263d6f05b3e67d862f4,BD,BD,,,BD,,,,,11001102-11001102_47058362-11001102_11040432,11001102-11001102_11034582-11001102_11040432,1441d4f6bd0f97315ed455284691afd9,1,11TH,ST,2,10,1,1A09,1A,7984090,0
11001102,11TH ST NW,1,d905ff986e16944b10998330e5657b8f,BD,BD,,,BD,,,,,11001102-11001102_11034582-11001102_47058362,11001102-11001102_11034582-11001102_11040432,1441d4f6bd0f97315ed455284691afd9,1,11TH,ST,2,10,1,1A09,1A,7984091,0
11001102,11TH ST NW,1,f8ea658415b829463dc223607f534ba8,,BD,,,,,,,BD,11001102-11001102*1_11053492-11001102_11059602,11001102-11001102*1_11053492-11001102_11059602,f8ea658415b829463dc223607f534ba8,1,11TH,ST,2,10,2,2C04,2C,7984092,0
11001102,11TH ST NW,1,76faeaf81a300b23b1a8ef6668aaba6d,OB,,,OB,OB,,,,,11001102-11001102_11061422-11001102_47081202,11001102-11001102_11061422-11001102_11067992,69807336351a4719a5dfa1627d424450,1,11TH,ST,1,5,1,1A07,1A,7984093,0
11001102,11TH ST NW,1,e5a278867c1d538442beaf8183456406,BD,BD,,,BD,,,,,11001102-11001102_47015332-11001102_47079662,11001102-11001102_11065842-11001102_11068382,dbdf08496b7a5d973b5b6aedfe4f9ed0,1,11TH,ST,2,10,2,2F07,2F,7984094,0
11000902,9TH ST NW,1,e5ca3ee050182c395c8b79632e0c55db,,,,,,IB,,,,11000902-11000902_47061662-11000902_11074162,11000902-11000902_11075462-11000902_11074162,588decd95e00de9e9aab497c69e996c1,1,9TH,ST,2,8,2,2G01,2G,7984099,0
11000902,9TH ST NW,1,a512a456f819ab960df16286a7cbf162,,,,,,IB,,,,11000902-11000902_47043112-11000902_11068382,11000902-11000902_11065842-11000902_11068382,76d0e6f3639739f3d970638b66f43f35,1,9TH,ST,2,8,2,2G02,2G,7984105,0
11000902,9TH ST NW,1,c15e64565eb1723de66539c78f80b7af,,,,,,IB,,,,11000902-11000902_11047772-11000902_11050892_11064672,11000902-11000902_11047772-11000902_11050892_11064672,c15e64565eb1723de66539c78f80b7af,1,9TH,ST,2,10,2,2C04,2C,7984108,0
11000902,9TH ST NW,1,c206276d9775b498d5420149bfe9dbd6,,,,,,IB,,,,11000902-11000902_11075462-11000902_47061662,11000902-11000902_11075462-11000902_11074162,588decd95e00de9e9aab497c69e996c1,1,9TH,ST,2,8,2,2G01,2G,7984109,0
11000902,9TH ST NW,1,6b81818a2da37c23315dc77fbb7695e9,,,,,,IB,,,,11000902-11000902_11057852-11000902_11063182,11000902-11000902_11057852-11000902_11063182,6b81818a2da37c23315dc77fbb7695e9,1,9TH,ST,2,8,2,2G04,2G,7984114,0
11001002,10TH ST NW,1,0b16bbb1ccc83da33c154b22904accd2,IB,IB,,,IB,,,,,11001002-11001002_11068382-11001002_11075462,11001002-11001002_11068382-11001002_11075462,0b16bbb1ccc83da33c154b22904accd2,1,10TH,ST,1,5,2,2G02,2G,7984122,0
11001002,10TH ST NW,1,fa98ccea097435f16b9e9235e87cda08,IB,IB,,,IB,,,,,11001002-11001002_11064672-11001002_11050892,11001002-11001002_11064672-11001002_11050892,fa98ccea097435f16b9e9235e87cda08,1,10TH,ST,1,5,2,2C04,2C,7984123,0
11001002,10TH ST NW,1,9d92bc9ee832993b39400f9e969c69ef,IB,IB,,,IB,,,,,11001002-11001002_47039962-11001002_11065842,11001002-11001002_11063182-11001002_11065842,528f6e548b149fa21ae83561cdc63dae,1,10TH,ST,1,5,2,2F07,2F,7984124,0
11001002,10TH ST NW,1,93ccf4beab46f2c78d5a34ce8b71d497,IB,IB,,,IB,,,,,11001002-11001002_11059602-11001002_11053492,11001002-11001002_11059602-11001002_11053492,93ccf4beab46f2c78d5a34ce8b71d497,1,10TH,ST,1,5,2,2F08,2F,7984127,0
11001002,10TH ST NW,1,ee0d2b42def1241ad633faa24b535adc,IB,IB,,,IB,,,,,11001002-11001002_11053492-11001002_47032722,11001002-11001002_11053492-11001002_11057852,21f29abdca7fd52a51220c53f37a5498,1,10TH,ST,1,5,2,2F08,2F,7984129,0
11001002,10TH ST NW,1,0a2b07e73d05368009c00f01683f5e14,IB,IB,,,IB,,,,,11001002-11001002_11069812-11001002_11031332,11001002-11001002_11069812-11001002_11031332,0a2b07e73d05368009c00f01683f5e14,1,10TH,ST,1,5,2,2C03,2C,7984131,0
11001002,10TH ST NW,1,d675e08d69c73e662625ad4f37e16823,IB,IB,,,IB,,,,,11001002-11001002_41063572_47018002-11001002_47039962,11001002-11001002_11063182-11001002_11065842,528f6e548b149fa21ae83561cdc63dae,1,10TH,ST,1,5,2,2F07,2F,7984135,0
11001002,10TH ST NW,1,0d3628b4579a6d1f7508136f87915af1,IB,IB,,,IB,,,,,11001002-11001002_11038542-11001002_11042442,11001002-11001002_11038542-11001002_11042442,0d3628b4579a6d1f7508136f87915af1,1,10TH,ST,1,5,2,2C01,2C,7984136,0
11001002,10TH ST NW,1,5c43f60e00811f41482833e15e624c1a,IB,IB,,,IB,,,,,11001002-11001002_11031332-11001002_11034382,11001002-11001002_11031332-11001002_11034382,5c43f60e00811f41482833e15e624c1a,1,10TH,ST,1,5,2,2C03,2C,7984137,0
11001002,10TH ST NW,1,f25b8d743059327088db1f3a6aa021b1,IB,IB,,,IB,,,,,11001002-11001002_11057852-11001002_47065312_47078762,11001002-11001002_11057852-11001002_11063182,154ac6fad9efd53a8156b24fe323c427,1,10TH,ST,1,5,2,2F08,2F,7984138,0
11001002,10TH ST NW,1,94d1520debec34a49d76a01a5b741637,IB,IB,,,IB,,,,,11001002-11001002_11065842-11001002_47001192_47036692,11001002-11001002_11065842-11001002_11068382,16eb8e68b6eb4e50871d2392d100306e,1,10TH,ST,1,5,2,2G02,2G,7984139,0
11001002,10TH ST NW,1,425e2dd4e2f817a1771dd5a1e01e21ab,IB,IB,,,IB,,,,,11001002-11001002_47065312_47078762-11001002_11063182,11001002-11001002_11057852-11001002_11063182,154ac6fad9efd53a8156b24fe323c427,1,10TH,ST,1,5,2,2F08,2F,7984143,0
11001002,10TH ST NW,1,1d713b328e15b2855fc2a08e3b5d14d4,IB,IB,,,IB,,,,,11001002-11001002_47032722-11001002_11057852,11001002-11001002_11053492-11001002_11057852,21f29abdca7fd52a51220c53f37a5498,1,10TH,ST,1,5,2,2F08,2F,7984144,0
11001002,10TH ST NW,1,dc84b10902ebd2069291a1238acbb43d,BD,BD,,,BD,,,,,11001002-11001002_47089432_71068512-11001002_11047772,11001002-11001002_11042442-11001002_11047772,49848b9eeb0974384fa228bada94e1b0,1,10TH,ST,2,10,2,2C04,2C,7984148,0
11001002,10TH ST NW,1,75b121ef2823f73a9811157a03c99281,IB,IB,,,IB,,,,,11001002-11001002_11050892-11001002_47079832,11001002-11001002_11050892-11001002_11059602,4cf1b99c4bbf04ba76df9421d2e2421f,1,10TH,ST,1,5,2,2C04,2C,7984149,0
11001002,10TH ST NW,1,05b2808ba76fc645bcb16ea579f533e2,IB,IB,,,IB,,,,,11001002-11001002_11047772-11001002_11064672,11001002-11001002_11047772-11001002_11064672,05b2808ba76fc645bcb16ea579f533e2,1,10TH,ST,1,5,2,2C04,2C,7984150,0
11001002,10TH ST NW,1,dc848dfe8bd0c039a737d26d512149bb,IB,IB,,,IB,,,,,11001002-11001002_11034382-11001002_11038612,11001002-11001002_11034382-11001002_11038612,dc848dfe8bd0c039a737d26d512149bb,1,10TH,ST,1,5,2,2C01,2C,7984151,0
11001002,10TH ST NW,1,35444b2360f7e3b6dbe89bf53aea9849,IB,IB,,,IB,,,,,11001002-11001002_47079832-11001002_11059602,11001002-11001002_11050892-11001002_11059602,4cf1b99c4bbf04ba76df9421d2e2421f,1,10TH,ST,1,5,2,2C04,2C,7984152,0
11001002,10TH ST NW,1,a958054cfa131bdc069e71466aa1971f,IB,IB,,,IB,,,,,11001002-11001002_47001192_47036692-11001002_11068382,11001002-11001002_11065842-11001002_11068382,16eb8e68b6eb4e50871d2392d100306e,1,10TH,ST,1,5,2,2G02,2G,7984153,0
11001002,10TH ST NW,1,9dc18736ee43566a659037579d7dc1ff,BD,BD,,,BD,,,,,11001002-11001002_11042442-11001002_47089432_71068512,11001002-11001002_11042442-11001002_11047772,49848b9eeb0974384fa228bada94e1b0,1,10TH,ST,2,10,2,2C04,2C,7984157,0
11001002,10TH ST NW,1,aef573a25e0f5044d42ec4b5d94eecca,IB,IB,,,IB,,,,,11001002-11001002_11038612-11001002_11038542,11001002-11001002_11038612-11001002_11038542,aef573a25e0f5044d42ec4b5d94eecca,1,10TH,ST,1,5,2,2C01,2C,7984161,0
11001002,10TH ST NW,1,5880583bea0d761bc263f2f37ca53597,IB,IB,,,IB,,,,,11001002-11001002_11063182-11001002_41063572_47018002,11001002-11001002_11063182-11001002_11065842,528f6e548b149fa21ae83561cdc63dae,1,10TH,ST,1,5,2,2F07,2F,7984164,0
11001102,11TH ST NW,1,421cbb49fb44300b22000e4df005c478,BD,BD,,,BD,,,,,11001102-11001102_47045732-11001102_11042442,11001102-11001102_11038612-11001102_11042442,ebbb211a746c24215c03c27a4f143d77,1,11TH,ST,2,10,2,2C01,2C,7984169,0
11001102,11TH ST NW,1,ea0ed07d86b0c2fc5d2f35589b084354,BD,BD,,,BD,,,,,11001102-11001102_11050892-11001102_47015462_47054642,11001102-11001102_11050892-11001102*1_11053492,fcf519654a03116a84e00cdf1545c10f,1,11TH,ST,2,10,2,2C04,2C,7984171,0
11001102,11TH ST NW,1,599d7663fe3405534eed19f591d8a35b,,,,,,,,BD,,11001102-11001102_11075462-11001102_11072862,11001102-11001102_11075462-11001102_11072862,599d7663fe3405534eed19f591d8a35b,1,11TH,ST,2,14,2,2F07,2F,7984172,0
11001102,11TH ST NW,1,fee7b39bac7ab1735b30326f59659556,BD,BD,,,BD,,,,,11001102-11001102_11024112_58002292-11001102_47069522,11001102-11001102_11024112_58002292-11001102_11033862,fec0827bf69f6bf930bcce72a19912ee,1,11TH,ST,2,10,1,1B03,1B,7984173,0
11001102,11TH ST NW,1,7549b00b0da1e57affb8b977fcf5cc7e,BD,BD,,,BD,,,,,11001102-11001102_11038612-11001102_47045732,11001102-11001102_11038612-11001102_11042442,ebbb211a746c24215c03c27a4f143d77,1,11TH,ST,2,10,2,2C01,2C,7984174,0
11001102,11TH ST NW,1,c7a218b6c4ced714f8dc68793526cbe9,BD,BD,,,BD,,,,,11001102-11001102_11036722-11001102_11024112_58002292,11001102-11001102_11036722-11001102_11024112_58002292,c7a218b6c4ced714f8dc68793526cbe9,1,11TH,ST,2,10,1,1B03,1B,7984177,0
11001102,11TH ST NW,1,fc646fa96a157c68086b0251eb157340,BD,BD,,,BD,,,,,11001102-11001102_47003792-11001102_11065842,11001102-11001102_11063182-11001102_11065842,da29254bed3f813b49dc0050e9b507e0,1,11TH,ST,2,10,2,2F07,2F,7984178,0
11001102,11TH ST NW,1,6e31c1b0f00a68abaa4d9a78a6ee9d3e,,BD,,,,,,,BD,11001102-11001102_11047772-11001102_11064672,11001102-11001102_11047772-11001102_11064672,6e31c1b0f00a68abaa4d9a78a6ee9d3e,1,11TH,ST,2,10,2,2C01,2C,7984179,0
11001202,12TH ST NW,1,5d635dcfa282e6c1b8643789afe2abc3,OB,OB,,,OB,,,,,11001202-11001202_11064672-11001202_11047772,11001202-11001202_11064672-11001202_11047772,5d635dcfa282e6c1b8643789afe2abc3,1,12TH,ST,1,5,2,2C01,2C,7984181,0
11001202,12TH ST NW,1,3d93668cee0a2cbd86eaa2ae5a0c8792,OB,OB,,,OB,,,,,11001202-11001202_11050892_21050891_21050893-11001202_47051302,11001202-11001202_11050892_21050891_21050893-11001202_11053492,20288521d40166a84bc1a2c4361c6c57,1,12TH,ST,1,5,2,2C04,2C,7984183,0
11001202,12TH ST NW,1,9ad653c4093d9e93b3fe00ec801cc7d8,IB,IB,,,IB,,,,,11001202-11001202_11063182-11001202_47011902,11001202-11001202_11063182-11001202_11065842,f48215fb867c5c74fe514f88aa50eec4,1,12TH,ST,1,5,2,2F07,2F,7984186,0
11001202,12TH ST NW,1,d976d6d40dc573c9a0015cbfe670c54a,IB,IB,,,IB,,,,,11001202-11001202_47065682-11001202_47077432,11001202-11001202_11057852-11001202_11063182,15880be5a68ff18e040a283a71536c27,1,12TH,ST,1,5,2,2F06,2F,7984189,0
11001202,12TH ST NW,1,236cd65213ed4855e0413f87bcc705c5,OB,OB,,,OB,,,,,11001202-11001202_11047772-11001202_47061722,11001202-11001202_11047772-11001202_11050892_21050891_21050893,ccd2a863c634f161b5baa75e2275b8b4,1,12TH,ST,1,5,2,2C01,2C,7984193,0
11001202,12TH ST NW,1,8ad0cd8edb6b39733b46117a4607c1c6,IB,IB,,,IB,,,,,11001202-11001202_47077432-11001202_11063182,11001202-11001202_11057852-11001202_11063182,15880be5a68ff18e040a283a71536c27,1,12TH,ST,1,5,2,2F06,2F,7984194,0
11001202,12TH ST NW,1,57b2f1d72e7ca7deea6db85e1b86a673,IB,IB,,,IB,,,,,11001202-11001202_11072862-11001202_11089442,11001202-11001202_11072862-11001202_11089442,57b2f1d72e7ca7deea6db85e1b86a673,1,12TH,ST,1,5,2,2F02,2F,7984196,0
11001202,12TH ST NW,1,771fad94d8f7422ae3745e0dcd0c14ea,IB,IB,,,IB,,,,,11001202-11001202_11065842-11001202_47039892,11001202-11001202_11065842-11001202_11068382,d3f9ab2113231e01edf4b14f08e0a340,1,12TH,ST,1,5,2,2F07,2F,7984201,0
